id_subsistema,ear_data,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual,verif_max_ratio
N,2023-01-19,15302.39648438,12928.89453125,84.48940277,54.13970639753221
SE/CO,2023-01-19,204615.328125,133618.578125,65.3022995,54.13970639753221
S,2023-01-19,20459.2421875,17595.6484375,86.00340271,54.13970639753221
NE,2023-01-20,51691.2265625,38408.3828125,74.30349731,54.13970639753221
N,2023-01-20,15302.39648438,13009.203125,85.0141983,54.13970639753221
SE/CO,2023-01-20,204615.328125,134337.59375,65.65370178,54.13970639753221
S,2023-01-20,20459.2421875,17652.81640625,86.28279877,54.13970639753221
NE,2023-01-21,51691.2265625,38433.3671875,74.35179901,54.13970639753221
N,2023-01-21,15302.39648438,13073.64746094,85.43530273,54.13970639753221
SE/CO,2023-01-21,204615.328125,135167.0,66.05909729,54.13970639753221
S,2023-01-21,20459.2421875,17638.91601563,86.21489716,54.13970639753221
NE,2023-01-22,51691.2265625,38471.2265625,74.42510223,54.13970639753221
N,2023-01-22,15302.39648438,13130.54882813,85.80709839,54.13970639753221
SE/CO,2023-01-22,204615.328125,136083.5625,66.50700378,54.13970639753221
S,2023-01-22,20459.2421875,17659.87304688,86.31729889,54.13970639753221
NE,2023-01-23,51691.2265625,38524.9453125,74.52899933,54.13970639753221
N,2023-01-23,15302.39648438,13160.16992188,86.0007019,54.13970639753221
SE/CO,2023-01-23,204615.328125,136804.0,66.85910034,54.13970639753221
S,2023-01-23,20459.2421875,17705.9921875,86.5428009,54.13970639753221
NE,2023-01-24,51691.2265625,38626.41015625,74.72530365,54.13970639753221
N,2023-01-24,15302.39648438,13209.54785156,86.3234024,54.13970639753221
SE/CO,2023-01-24,204615.328125,137633.625,67.26460266,54.13970639753221
S,2023-01-24,20459.2421875,17739.4296875,86.70619965,54.13970639753221
NE,2023-01-25,51691.2265625,38701.796875,74.87110138,54.13970639753221
N,2023-01-25,15302.39648438,13262.92089844,86.67220306,54.13970639753221
SE/CO,2023-01-25,204615.328125,138420.546875,67.64920044,54.13970639753221
S,2023-01-25,20459.2421875,17787.08789063,86.93910217,54.13970639753221
NE,2023-01-26,51691.2265625,38778.64453125,75.01979828,54.13970639753221
N,2023-01-26,15302.39648438,13288.45117188,86.83899689,54.13970639753221
SE/CO,2023-01-26,204615.328125,138941.4375,67.90370178,54.13970639753221
S,2023-01-26,20459.2421875,17784.87109375,86.92829895,54.13970639753221
NE,2023-01-27,51691.2265625,38864.484375,75.18579865,54.13970639753221
N,2023-01-27,15302.39648438,13328.359375,87.09980011,54.13970639753221
SE/CO,2023-01-27,204615.328125,139495.96875,68.17469788,54.13970639753221
S,2023-01-27,20459.2421875,17792.49023438,86.96549988,54.13970639753221
NE,2023-01-28,51691.2265625,38937.08203125,75.32630157,54.13970639753221
N,2023-01-28,15302.39648438,13406.25292969,87.6088028,54.13970639753221
SE/CO,2023-01-28,204615.328125,140257.359375,68.54679871,54.13970639753221
S,2023-01-28,20459.2421875,17808.09960938,87.04180145,54.13970639753221
NE,2023-01-29,51691.2265625,39000.7578125,75.44950104,54.13970639753221
N,2023-01-29,15302.39648438,13509.49902344,88.28359985,54.13970639753221
SE/CO,2023-01-29,204615.328125,141149.578125,68.98290253,54.13970639753221
S,2023-01-29,20459.2421875,17806.93945313,87.03620148,54.13970639753221
NE,2023-01-30,51691.2265625,39055.4453125,75.55529785,54.13970639753221
N,2023-01-30,15302.39648438,13601.90332031,88.88739777,54.13970639753221
SE/CO,2023-01-30,204615.328125,141960.375,69.3792038,54.13970639753221
S,2023-01-30,20459.2421875,17757.05859375,86.79239655,54.13970639753221
NE,2023-01-31,51691.2265625,39102.26171875,75.64579773,54.13970639753221
N,2023-01-31,15302.39648438,13676.27246094,89.37339783,54.13970639753221
SE/CO,2023-01-31,204615.328125,142834.875,69.8065033,54.13970639753221
S,2023-01-31,20459.2421875,17770.71484375,86.85910034,54.13970639753221
NE,2023-02-01,51691.2265625,39152.6171875,75.74330139,54.13970639753221
N,2023-02-01,15302.39648438,13758.3046875,89.90950012,54.13970639753221
SE/CO,2023-02-01,204615.328125,143631.671875,70.19589996,54.13970639753221
S,2023-02-01,20459.2421875,17753.7578125,86.77619934,54.13970639753221
NE,2023-02-02,51691.2265625,39157.09765625,75.75189972,54.13970639753221
N,2023-02-02,15302.39648438,13813.2421875,90.26850128,54.13970639753221
SE/CO,2023-02-02,204615.328125,144342.484375,70.54329681,54.13970639753221
S,2023-02-02,20459.2421875,17730.07617188,86.66049957,54.13970639753221
NE,2023-02-03,51691.2265625,39241.671875,75.91549683,54.13970639753221
N,2023-02-03,15302.39648438,13849.31835938,90.5042038,54.13970639753221
SE/CO,2023-02-03,204615.328125,145062.625,70.89530182,54.13970639753221
S,2023-02-03,20459.2421875,17718.3671875,86.60320282,54.13970639753221
NE,2023-02-04,51691.2265625,39361.94140625,76.14820099,54.13970639753221
N,2023-02-04,15302.39648438,13883.81445313,90.72969818,54.13970639753221
SE/CO,2023-02-04,204615.328125,145903.4375,71.30619812,54.13970639753221
S,2023-02-04,20459.2421875,17796.73632813,86.98629761,54.13970639753221
NE,2023-02-05,51691.2265625,39514.1484375,76.44270325,54.13970639753221
N,2023-02-05,15302.39648438,13919.77929688,90.96469879,54.13970639753221
SE/CO,2023-02-05,204615.328125,146645.671875,71.66899872,54.13970639753221
S,2023-02-05,20459.2421875,17838.90429688,87.19239807,54.13970639753221
NE,2023-02-06,51691.2265625,39677.7265625,76.75910187,54.13970639753221
N,2023-02-06,15302.39648438,13918.63378906,90.9571991,54.13970639753221
SE/CO,2023-02-06,204615.328125,147147.21875,71.91410065,54.13970639753221
S,2023-02-06,20459.2421875,17817.90039063,87.08969879,54.13970639753221
NE,2023-02-07,51691.2265625,39843.4140625,77.07959747,54.13970639753221
N,2023-02-07,15302.39648438,13947.56640625,91.14630127,54.13970639753221
SE/CO,2023-02-07,204615.328125,147706.984375,72.18759918,54.13970639753221
S,2023-02-07,20459.2421875,17819.89648438,87.09950256,54.13970639753221
NE,2023-02-08,51691.2265625,39982.72265625,77.34909821,54.13970639753221
N,2023-02-08,15302.39648438,13977.06347656,91.33899689,54.13970639753221
SE/CO,2023-02-08,204615.328125,148186.25,72.42189789,54.13970639753221
S,2023-02-08,20459.2421875,17824.4609375,87.12180328,54.13970639753221
NE,2023-02-09,51691.2265625,40167.67578125,77.70700073,54.13970639753221
N,2023-02-09,15302.39648438,14012.44824219,91.57029724,54.13970639753221
SE/CO,2023-02-09,204615.328125,148735.015625,72.69010162,54.13970639753221
S,2023-02-09,20459.2421875,17790.53710938,86.95600128,54.13970639753221
NE,2023-02-10,51691.2265625,40362.63671875,78.08409882,54.13970639753221
N,2023-02-10,15302.39648438,14045.33984375,91.78520203,54.13970639753221
SE/CO,2023-02-10,204615.328125,149185.203125,72.91010284,54.13970639753221
S,2023-02-10,20459.2421875,17748.61523438,86.75109863,54.13970639753221
NE,2023-02-11,51691.2265625,40610.12890625,78.56289673,54.13970639753221
N,2023-02-11,15302.39648438,14090.94921875,92.08329773,54.13970639753221
SE/CO,2023-02-11,204615.328125,149917.6875,73.26809692,54.13970639753221
S,2023-02-11,20459.2421875,17771.09570313,86.86100006,54.13970639753221
NE,2023-02-12,51691.2265625,40869.4765625,79.06459808,54.13970639753221
N,2023-02-12,15302.39648438,14138.9921875,92.39720154,54.13970639753221
SE/CO,2023-02-12,204615.328125,150604.453125,73.60369873,54.13970639753221
S,2023-02-12,20459.2421875,17778.44335938,86.89689636,54.13970639753221
NE,2023-02-13,51691.2265625,41139.234375,79.58650208,54.13970639753221
N,2023-02-13,15302.39648438,14187.32714844,92.71309662,54.13970639753221
SE/CO,2023-02-13,204615.328125,151054.453125,73.82360077,54.13970639753221
S,2023-02-13,20459.2421875,17701.57617188,86.52120209,54.13970639753221
NE,2023-02-14,51691.2265625,41383.24609375,80.0585022,54.13970639753221
N,2023-02-14,15302.39648438,14205.70214844,92.83319855,54.13970639753221
SE/CO,2023-02-14,204615.328125,151644.5,74.11199951,54.13970639753221
S,2023-02-14,20459.2421875,17608.6171875,86.06680298,54.13970639753221
NE,2023-02-15,51691.2265625,41611.1796875,80.49949646,54.13970639753221
N,2023-02-15,15302.39648438,14185.04199219,92.69819641,54.13970639753221
SE/CO,2023-02-15,204615.328125,152089.78125,74.32959747,54.13970639753221
S,2023-02-15,20459.2421875,17551.03710938,85.78540039,54.13970639753221
NE,2023-02-16,51691.2265625,41897.72265625,81.05380249,54.13970639753221
N,2023-02-16,15302.39648438,14128.08398438,92.3259964,54.13970639753221
SE/CO,2023-02-16,204615.328125,152271.078125,74.41819763,54.13970639753221
S,2023-02-16,20459.2421875,17535.44921875,85.709198,54.13970639753221
NE,2023-02-17,51691.2265625,42152.7734375,81.54730225,54.13970639753221
N,2023-02-17,15302.39648438,14081.46875,92.02130127,54.13970639753221
SE/CO,2023-02-17,204615.328125,152751.46875,74.65299988,54.13970639753221
S,2023-02-17,20459.2421875,17519.00976563,85.62879944,54.13970639753221
NE,2023-02-18,51691.2265625,42433.21484375,82.08979797,54.13970639753221
N,2023-02-18,15302.39648438,14092.0,92.09020233,54.13970639753221
SE/CO,2023-02-18,204615.328125,153371.546875,74.95600128,54.13970639753221
S,2023-02-18,20459.2421875,17576.0390625,85.9076004,54.13970639753221
NE,2023-02-19,51691.2265625,42678.765625,82.56479645,54.13970639753221
N,2023-02-19,15302.39648438,14168.72070313,92.59149933,54.13970639753221
SE/CO,2023-02-19,204615.328125,154024.40625,75.27510071,54.13970639753221
S,2023-02-19,20459.2421875,17641.8203125,86.22910309,54.13970639753221
NE,2023-02-20,51691.2265625,42949.75390625,83.0891037,54.13970639753221
N,2023-02-20,15302.39648438,14243.63476563,93.08110046,54.13970639753221
SE/CO,2023-02-20,204615.328125,154374.171875,75.44599915,54.13970639753221
S,2023-02-20,20459.2421875,17659.0078125,86.31310272,54.13970639753221
NE,2023-02-21,51691.2265625,43138.640625,83.45449829,54.13970639753221
N,2023-02-21,15302.39648438,14357.11523438,93.8227005,54.13970639753221
SE/CO,2023-02-21,204615.328125,154878.078125,75.69229889,54.13970639753221
S,2023-02-21,20459.2421875,17651.1640625,86.27480316,54.13970639753221
NE,2023-02-22,51691.2265625,43333.24609375,83.83100128,54.13970639753221
N,2023-02-22,15302.39648438,14437.06152344,94.3451004,54.13970639753221
SE/CO,2023-02-22,204615.328125,155243.34375,75.8707962,54.13970639753221
S,2023-02-22,20459.2421875,17639.77539063,86.21910095,54.13970639753221
NE,2023-02-23,51691.2265625,43484.5546875,84.123703,54.13970639753221
N,2023-02-23,15302.39648438,14520.84667969,94.89260101,54.13970639753221
SE/CO,2023-02-23,204615.328125,155878.34375,76.18119812,54.13970639753221
S,2023-02-23,20459.2421875,17643.34765625,86.23660278,54.13970639753221
NE,2023-02-24,51691.2265625,43586.94140625,84.32170105,54.13970639753221
N,2023-02-24,15302.39648438,14552.70605469,95.10079956,54.13970639753221
SE/CO,2023-02-24,204615.328125,156630.578125,76.54879761,54.13970639753221
S,2023-02-24,20459.2421875,17690.83398438,86.46869659,54.13970639753221
NE,2023-02-25,51691.2265625,43704.0234375,84.54820251,54.13970639753221
N,2023-02-25,15302.39648438,14596.58300781,95.38760376,54.13970639753221
SE/CO,2023-02-25,204615.328125,157090.890625,76.77380371,54.13970639753221
S,2023-02-25,20459.2421875,17656.88671875,86.30269623,54.13970639753221
NE,2023-02-26,51691.2265625,43836.88671875,84.80529785,54.13970639753221
N,2023-02-26,15302.39648438,14661.86816406,95.81420135,54.13970639753221
SE/CO,2023-02-26,204615.328125,157312.234375,76.88189697,54.13970639753221
S,2023-02-26,20459.2421875,17634.66210938,86.19409943,54.13970639753221
NE,2023-02-27,51691.2265625,43983.81640625,85.08950043,54.13970639753221
N,2023-02-27,15302.39648438,14729.63085938,96.25700378,54.13970639753221
SE/CO,2023-02-27,204615.328125,157290.8125,76.87149811,54.13970639753221
S,2023-02-27,20459.2421875,17622.78320313,86.13610077,54.13970639753221
NE,2023-02-28,51691.2265625,44088.42578125,85.29190063,54.13970639753221
N,2023-02-28,15302.39648438,14814.61132813,96.81240082,54.13970639753221
SE/CO,2023-02-28,204615.328125,157466.28125,76.9571991,54.13970639753221
S,2023-02-28,20459.2421875,17586.85742188,85.96050262,54.13970639753221
NE,2023-03-01,51691.2265625,44229.48046875,85.56479645,54.13970639753221
N,2023-03-01,15302.39648438,14950.56933594,97.70079803,54.13970639753221
SE/CO,2023-03-01,204615.328125,157646.515625,77.04530334,54.13970639753221
S,2023-03-01,20459.2421875,17571.66992188,85.88619995,54.13970639753221
NE,2023-03-02,51691.2265625,44370.94921875,85.83850098,54.13970639753221
N,2023-03-02,15302.39648438,15005.78125,98.06159973,54.13970639753221
SE/CO,2023-03-02,204615.328125,158154.375,77.29350281,54.13970639753221
S,2023-03-02,20459.2421875,17504.109375,85.55599976,54.13970639753221
NE,2023-03-03,51691.2265625,44489.69140625,86.06819916,54.13970639753221
N,2023-03-03,15302.39648438,15002.56640625,98.04060364,54.13970639753221
SE/CO,2023-03-03,204615.328125,158637.875,77.52980042,54.13970639753221
S,2023-03-03,20459.2421875,17444.859375,85.2664032,54.13970639753221
NE,2023-03-04,51691.2265625,44573.796875,86.23090363,54.13970639753221
N,2023-03-04,15302.39648438,15050.890625,98.35639954,54.13970639753221
SE/CO,2023-03-04,204615.328125,159402.5,77.90350342,54.13970639753221
S,2023-03-04,20459.2421875,17440.37695313,85.24449921,54.13970639753221
NE,2023-03-05,51691.2265625,44691.1484375,86.457901,54.13970639753221
N,2023-03-05,15302.39648438,15041.6796875,98.29620361,54.13970639753221
SE/CO,2023-03-05,204615.328125,160457.28125,78.41899872,54.13970639753221
S,2023-03-05,20459.2421875,17458.96875,85.33540344,54.13970639753221
NE,2023-03-06,51691.2265625,44807.84375,86.68370056,54.13970639753221
N,2023-03-06,15302.39648438,15041.16113281,98.2928009,54.13970639753221
SE/CO,2023-03-06,204615.328125,161125.84375,78.74569702,54.13970639753221
S,2023-03-06,20459.2421875,17500.34765625,85.53759766,54.13970639753221
NE,2023-03-07,51691.2265625,44897.70703125,86.85749817,54.13970639753221
N,2023-03-07,15302.39648438,15066.27734375,98.45700073,54.13970639753221
SE/CO,2023-03-07,204615.328125,161879.203125,79.11389923,54.13970639753221
S,2023-03-07,20459.2421875,17482.04492188,85.44819641,54.13970639753221
NE,2023-03-08,51691.2265625,44972.23046875,87.00170135,54.13970639753221
N,2023-03-08,15302.39648438,15017.68457031,98.13939667,54.13970639753221
SE/CO,2023-03-08,204615.328125,162658.25,79.49469757,54.13970639753221
S,2023-03-08,20459.2421875,17451.18359375,85.29730225,54.13970639753221
NE,2023-03-09,51691.2265625,45057.3203125,87.16629791,54.13970639753221
N,2023-03-09,15302.39648438,14955.04199219,97.73010254,54.13970639753221
SE/CO,2023-03-09,204615.328125,163462.09375,79.88749695,54.13970639753221
S,2023-03-09,20459.2421875,17476.05273438,85.41889954,54.13970639753221
NE,2023-03-10,51691.2265625,45099.52734375,87.24790192,54.13970639753221
N,2023-03-10,15302.39648438,14916.00683594,97.47499847,54.13970639753221
SE/CO,2023-03-10,204615.328125,164240.5,80.26789856,54.13970639753221
S,2023-03-10,20459.2421875,17424.46679688,85.16670227,54.13970639753221
NE,2023-03-11,51691.2265625,45169.328125,87.38300323,54.13970639753221
N,2023-03-11,15302.39648438,14933.06542969,97.58640289,54.13970639753221
SE/CO,2023-03-11,204615.328125,165168.109375,80.72129822,54.13970639753221
S,2023-03-11,20459.2421875,17417.57617188,85.13300323,54.13970639753221
NE,2023-03-12,51691.2265625,45269.7734375,87.57730103,54.13970639753221
N,2023-03-12,15302.39648438,15002.84179688,98.04239655,54.13970639753221
SE/CO,2023-03-12,204615.328125,166020.234375,81.13770294,54.13970639753221
S,2023-03-12,20459.2421875,17445.02148438,85.26719666,54.13970639753221
NE,2023-03-13,51691.2265625,45372.703125,87.77639771,54.13970639753221
N,2023-03-13,15302.39648438,15063.29394531,98.4375,54.13970639753221
SE/CO,2023-03-13,204615.328125,166439.859375,81.34279633,54.13970639753221
S,2023-03-13,20459.2421875,17405.09179688,85.0719986,54.13970639753221
NE,2023-03-14,51691.2265625,45480.43359375,87.98480225,54.13970639753221
N,2023-03-14,15302.39648438,15040.15136719,98.28620148,54.13970639753221
SE/CO,2023-03-14,204615.328125,166590.09375,81.41619873,54.13970639753221
S,2023-03-14,20459.2421875,17333.63085938,84.72270203,54.13970639753221
NE,2023-03-15,51691.2265625,45554.1796875,88.12750244,54.13970639753221
N,2023-03-15,15302.39648438,15044.20605469,98.31269836,54.13970639753221
SE/CO,2023-03-15,204615.328125,166470.0,81.35749817,54.13970639753221
S,2023-03-15,20459.2421875,17294.11523438,84.52960205,54.13970639753221
NE,2023-03-16,51691.2265625,45663.7109375,88.33940125,54.13970639753221
N,2023-03-16,15302.39648438,15019.26660156,98.14980316,54.13970639753221
SE/CO,2023-03-16,204615.328125,166622.765625,81.43219757,54.13970639753221
S,2023-03-16,20459.2421875,17278.63867188,84.45400238,54.13970639753221
NE,2023-03-17,51691.2265625,45770.4140625,88.54579926,54.13970639753221
N,2023-03-17,15302.39648438,15078.00195313,98.53359985,54.13970639753221
SE/CO,2023-03-17,204615.328125,166841.921875,81.53929901,54.13970639753221
S,2023-03-17,20459.2421875,17217.06445313,84.15299988,54.13970639753221
NE,2023-03-18,51691.2265625,45888.203125,88.7736969,54.13970639753221
N,2023-03-18,15302.39648438,15029.08886719,98.21399689,54.13970639753221
SE/CO,2023-03-18,204615.328125,167099.515625,81.66519928,54.13970639753221
S,2023-03-18,20459.2421875,17213.05078125,84.13339996,54.13970639753221
NE,2023-03-19,51691.2265625,45999.01953125,88.98809814,54.13970639753221
N,2023-03-19,15302.39648438,15085.90917969,98.58529663,54.13970639753221
SE/CO,2023-03-19,204615.328125,167510.484375,81.86599731,54.13970639753221
S,2023-03-19,20459.2421875,17216.00976563,84.14779663,54.13970639753221
NE,2023-03-20,51691.2265625,46209.37890625,89.39499664,54.13970639753221
N,2023-03-20,15302.39648438,15089.12109375,98.60630035,54.13970639753221
SE/CO,2023-03-20,204615.328125,167451.640625,81.83730316,54.13970639753221
S,2023-03-20,20459.2421875,17162.48242188,83.88619995,54.13970639753221
NE,2023-03-21,51691.2265625,46418.55078125,89.79969788,54.13970639753221
N,2023-03-21,15302.39648438,15090.00390625,98.61199951,54.13970639753221
SE/CO,2023-03-21,204615.328125,167508.671875,81.86519623,54.13970639753221
S,2023-03-21,20459.2421875,17092.8125,83.54570007,54.13970639753221
NE,2023-03-22,51691.2265625,46639.515625,90.22709656,54.13970639753221
N,2023-03-22,15302.39648438,15056.07421875,98.39029694,54.13970639753221
SE/CO,2023-03-22,204615.328125,167763.484375,81.98970032,54.13970639753221
S,2023-03-22,20459.2421875,17092.84179688,83.54579926,54.13970639753221
NE,2023-03-23,51691.2265625,46810.36328125,90.55770111,54.13970639753221
N,2023-03-23,15302.39648438,15049.0,98.34410095,54.13970639753221
SE/CO,2023-03-23,204615.328125,168003.015625,82.10679626,54.13970639753221
S,2023-03-23,20459.2421875,17083.6875,83.50109863,54.13970639753221
NE,2023-03-24,51691.2265625,46930.34765625,90.78980255,54.13970639753221
N,2023-03-24,15302.39648438,15004.64257813,98.05419922,54.13970639753221
SE/CO,2023-03-24,204615.328125,168106.609375,82.15740204,54.13970639753221
S,2023-03-24,20459.2421875,17071.10742188,83.43959808,54.13970639753221
NE,2023-03-25,51691.2265625,47007.24609375,90.93849945,54.13970639753221
N,2023-03-25,15302.39648438,14986.87597656,97.93810272,54.13970639753221
SE/CO,2023-03-25,204615.328125,168366.5,82.28440094,54.13970639753221
S,2023-03-25,20459.2421875,17046.05664063,83.31710052,54.13970639753221
NE,2023-03-26,51691.2265625,47086.3125,91.09149933,54.13970639753221
N,2023-03-26,15302.39648438,14983.83007813,97.91819763,54.13970639753221
SE/CO,2023-03-26,204615.328125,168774.265625,82.48370361,54.13970639753221
S,2023-03-26,20459.2421875,17093.85742188,83.55079651,54.13970639753221
NE,2023-03-27,51691.2265625,47128.68359375,91.17350006,54.13970639753221
N,2023-03-27,15302.39648438,14947.88085938,97.6832962,54.13970639753221
SE/CO,2023-03-27,204615.328125,168895.15625,82.5428009,54.13970639753221
S,2023-03-27,20459.2421875,17077.66601563,83.47160339,54.13970639753221
NE,2023-03-28,51691.2265625,47132.34765625,91.18060303,54.13970639753221
N,2023-03-28,15302.39648438,14949.85546875,97.69619751,54.13970639753221
SE/CO,2023-03-28,204615.328125,169119.1875,82.65229797,54.13970639753221
S,2023-03-28,20459.2421875,17049.234375,83.33270264,54.13970639753221
NE,2023-03-29,51691.2265625,47137.59375,91.19069672,54.13970639753221
N,2023-03-29,15302.39648438,14933.03515625,97.58630371,54.13970639753221
SE/CO,2023-03-29,204615.328125,169378.921875,82.77919769,54.13970639753221
S,2023-03-29,20459.2421875,16989.609375,83.04119873,54.13970639753221
NE,2023-03-30,51691.2265625,47141.2265625,91.1977005,54.13970639753221
N,2023-03-30,15302.39648438,14939.90039063,97.63110352,54.13970639753221
SE/CO,2023-03-30,204615.328125,169791.953125,82.98110199,54.13970639753221
S,2023-03-30,20459.2421875,16978.31445313,82.98600006,54.13970639753221
NE,2023-03-31,51691.2265625,47147.15625,91.209198,54.13970639753221
N,2023-03-31,15302.39648438,14950.80566406,97.70240021,54.13970639753221
SE/CO,2023-03-31,204615.328125,170136.03125,83.14920044,54.13970639753221
S,2023-03-31,20459.2421875,16967.66210938,82.93399811,54.13970639753221
NE,2023-04-01,51691.2265625,47146.9140625,91.20870209,54.13970639753221
N,2023-04-01,15302.39648438,14959.52734375,97.75939941,54.13970639753221
SE/CO,2023-04-01,204615.328125,170570.84375,83.36170197,54.13970639753221
S,2023-04-01,20459.2421875,16984.94335938,83.0184021,54.13970639753221
NE,2023-04-02,51691.2265625,47142.53125,91.20030212,54.13970639753221
N,2023-04-02,15302.39648438,14953.31347656,97.71880341,54.13970639753221
SE/CO,2023-04-02,204615.328125,170967.203125,83.55539703,54.13970639753221
S,2023-04-02,20459.2421875,16993.86132813,83.06199646,54.13970639753221
NE,2023-04-03,51691.2265625,47148.4453125,91.21170044,54.13970639753221
N,2023-04-03,15302.39648438,14903.88574219,97.39579773,54.13970639753221
SE/CO,2023-04-03,204615.328125,171074.6875,83.60800171,54.13970639753221
S,2023-04-03,20459.2421875,16956.98046875,82.88179779,54.13970639753221
NE,2023-04-04,51691.2265625,47111.0,91.13929749,54.13970639753221
N,2023-04-04,15302.39648438,14926.44140625,97.54319763,54.13970639753221
SE/CO,2023-04-04,204615.328125,171338.828125,83.73699951,54.13970639753221
S,2023-04-04,20459.2421875,16964.18164063,82.91699982,54.13970639753221
NE,2023-04-05,51691.2265625,47069.7265625,91.05940247,54.13970639753221
N,2023-04-05,15302.39648438,14962.31640625,97.77760315,54.13970639753221
SE/CO,2023-04-05,204615.328125,171709.21875,83.91809845,54.13970639753221
S,2023-04-05,20459.2421875,16937.98046875,82.78890228,54.13970639753221
NE,2023-04-06,51691.2265625,47047.83203125,91.01709747,54.13970639753221
N,2023-04-06,15302.39648438,14979.10742188,97.88729858,54.13970639753221
SE/CO,2023-04-06,204615.328125,172027.640625,84.07369995,54.13970639753221
S,2023-04-06,20459.2421875,16954.59960938,82.87010193,54.13970639753221
NE,2023-04-07,51691.2265625,47079.93359375,91.07920074,54.13970639753221
N,2023-04-07,15302.39648438,15047.54101563,98.33450317,54.13970639753221
SE/CO,2023-04-07,204615.328125,172683.875,84.39440155,54.13970639753221
S,2023-04-07,20459.2421875,17044.69726563,83.3105011,54.13970639753221
NE,2023-04-08,51691.2265625,47068.90625,91.05780029,54.13970639753221
N,2023-04-08,15302.39648438,15046.72753906,98.32920074,54.13970639753221
SE/CO,2023-04-08,204615.328125,173191.515625,84.64250183,54.13970639753221
S,2023-04-08,20459.2421875,17159.86328125,83.87339783,54.13970639753221
NE,2023-04-09,51691.2265625,47075.953125,91.07150269,54.13970639753221
N,2023-04-09,15302.39648438,15064.96582031,98.4484024,54.13970639753221
SE/CO,2023-04-09,204615.328125,173822.96875,84.95110321,54.13970639753221
S,2023-04-09,20459.2421875,17237.03320313,84.25060272,54.13970639753221
NE,2023-04-10,51691.2265625,47092.9609375,91.10440063,54.13970639753221
N,2023-04-10,15302.39648438,15037.32519531,98.26779938,54.13970639753221
SE/CO,2023-04-10,204615.328125,174082.953125,85.07820129,54.13970639753221
S,2023-04-10,20459.2421875,17220.53320313,84.16989899,54.13970639753221
NE,2023-04-11,51691.2265625,47103.39453125,91.12449646,54.13970639753221
N,2023-04-11,15302.39648438,15004.77832031,98.05509949,54.13970639753221
SE/CO,2023-04-11,204615.328125,174470.5625,85.26760101,54.13970639753221
S,2023-04-11,20459.2421875,17222.14453125,84.17780304,54.13970639753221
NE,2023-04-12,51691.2265625,47098.55078125,91.11519623,54.13970639753221
N,2023-04-12,15302.39648438,14977.34667969,97.87580109,54.13970639753221
SE/CO,2023-04-12,204615.328125,174685.1875,85.37249756,54.13970639753221
S,2023-04-12,20459.2421875,17210.09765625,84.11889648,54.13970639753221
NE,2023-04-13,51691.2265625,47094.9140625,91.10810089,54.13970639753221
N,2023-04-13,15302.39648438,15000.43652344,98.02670288,54.13970639753221
SE/CO,2023-04-13,204615.328125,174866.234375,85.46099854,54.13970639753221
S,2023-04-13,20459.2421875,17193.73632813,84.03900146,54.13970639753221
NE,2023-04-14,51691.2265625,47051.1640625,91.02349854,54.13970639753221
N,2023-04-14,15302.39648438,15005.63476563,98.06069946,54.13970639753221
SE/CO,2023-04-14,204615.328125,174991.109375,85.52200317,54.13970639753221
S,2023-04-14,20459.2421875,17169.18945313,83.91899872,54.13970639753221
NE,2023-04-15,51691.2265625,47068.2890625,91.05660248,54.13970639753221
N,2023-04-15,15302.39648438,15027.52734375,98.20379639,54.13970639753221
SE/CO,2023-04-15,204615.328125,175296.5625,85.6713028,54.13970639753221
S,2023-04-15,20459.2421875,17197.73828125,84.0585022,54.13970639753221
NE,2023-04-16,51691.2265625,47078.7265625,91.07679749,54.13970639753221
N,2023-04-16,15302.39648438,15045.109375,98.31860352,54.13970639753221
SE/CO,2023-04-16,204615.328125,175543.953125,85.79219818,54.13970639753221
S,2023-04-16,20459.2421875,17255.453125,84.34059906,54.13970639753221
NE,2023-04-17,51691.2265625,47079.18359375,91.07769775,54.13970639753221
N,2023-04-17,15302.39648438,15049.26953125,98.34580231,54.13970639753221
SE/CO,2023-04-17,204615.328125,175647.9375,85.84300232,54.13970639753221
S,2023-04-17,20459.2421875,17343.19726563,84.76950073,54.13970639753221
NE,2023-04-18,51691.2265625,47087.9765625,91.09470367,54.13970639753221
N,2023-04-18,15302.39648438,15024.17089844,98.18180084,54.13970639753221
SE/CO,2023-04-18,204615.328125,175601.125,85.82009888,54.13970639753221
S,2023-04-18,20459.2421875,17352.81054688,84.8164978,54.13970639753221
NE,2023-04-19,51691.2265625,47096.5546875,91.11129761,54.13970639753221
N,2023-04-19,15302.39648438,15027.29785156,98.20230103,54.13970639753221
SE/CO,2023-04-19,204615.328125,175283.28125,85.66480255,54.13970639753221
S,2023-04-19,20459.2421875,17393.25585938,85.0141983,54.13970639753221
NE,2023-04-20,51691.2265625,47098.82421875,91.11569977,54.13970639753221
N,2023-04-20,15302.39648438,15012.50585938,98.10559845,54.13970639753221
SE/CO,2023-04-20,204615.328125,175155.640625,85.60240173,54.13970639753221
S,2023-04-20,20459.2421875,17367.15625,84.88659668,54.13970639753221
NE,2023-04-21,51691.2265625,47100.46484375,91.11889648,54.13970639753221
N,2023-04-21,15302.39648438,15026.25195313,98.19539642,54.13970639753221
SE/CO,2023-04-21,204615.328125,175594.328125,85.81680298,54.13970639753221
